code_insee,commune,loyer_m2_maison,loyer_m2_appartement,nb_obs_maison,nb_obs_appartement,source,updated_at
56083,Hennebont,11,13,474,1568,Loyers (données publiques),2026-03-03T09:22:09.139Z
56090,Inzinzac-Lochrist,11,12,159,169,Loyers (données publiques),2026-03-03T09:22:09.139Z
56091,Josselin,,10,0,169,Loyers (données publiques),2026-03-03T09:22:09.139Z
56094,Kervignac,12,13,295,135,Loyers (données publiques),2026-03-03T09:22:09.139Z
56097,Landévant,11,13,140,119,Loyers (données publiques),2026-03-03T09:22:09.139Z
56098,Lanester,12,13,394,1675,Loyers (données publiques),2026-03-03T09:22:09.139Z
56101,Languidic,11,12,290,301,Loyers (données publiques),2026-03-03T09:22:09.139Z
56107,Larmor-Plage,14,15,193,436,Loyers (données publiques),2026-03-03T09:22:09.139Z
56117,Locminé,10,12,293,600,Loyers (données publiques),2026-03-03T09:22:09.139Z
56118,Locmiquélic,,14,0,115,Loyers (données publiques),2026-03-03T09:22:09.139Z
56119,Locoal-Mendon,12,,105,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
56121,Lorient,13,13,679,10965,Loyers (données publiques),2026-03-03T09:22:09.139Z
56123,Malansac,9,,101,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
56124,Malestroit,9,11,102,199,Loyers (données publiques),2026-03-03T09:22:09.139Z
56126,Marzan,10,,208,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
56127,Mauron,10,10,108,177,Loyers (données publiques),2026-03-03T09:22:09.139Z
56137,Monterblanc,12,,113,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
56140,Moréac,9,,128,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
56143,Muzillac,11,12,259,243,Loyers (données publiques),2026-03-03T09:22:09.139Z
56144,Évellys,9,,165,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
56147,Nivillac,11,,267,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
56149,Noyal-Muzillac,10,,100,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
56151,Noyal-Pontivy,9,,169,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
56153,Péaule,10,,165,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
56158,Plescop,12,13,249,595,Loyers (données publiques),2026-03-03T09:22:09.139Z
56161,Ploemel,12,,132,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
56162,Ploemeur,12,14,437,688,Loyers (données publiques),2026-03-03T09:22:09.139Z
56164,Ploeren,12,13,285,330,Loyers (données publiques),2026-03-03T09:22:09.139Z
56165,Ploërmel,10,12,663,1063,Loyers (données publiques),2026-03-03T09:22:09.139Z
56166,Plouay,12,11,217,399,Loyers (données publiques),2026-03-03T09:22:09.139Z
56169,Plouhinec,12,14,182,122,Loyers (données publiques),2026-03-03T09:22:09.139Z
56172,Plumelec,9,,142,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
56173,Pluméliau-Bieuzy,9,14,236,117,Loyers (données publiques),2026-03-03T09:22:09.139Z
56174,Plumelin,9,,124,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
56175,Plumergat,11,,177,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
56176,Pluneret,12,13,292,135,Loyers (données publiques),2026-03-03T09:22:09.139Z
56177,Pluvigner,11,12,296,284,Loyers (données publiques),2026-03-03T09:22:09.139Z
56178,Pontivy,10,11,634,2499,Loyers (données publiques),2026-03-03T09:22:09.139Z
56179,Pont-Scorff,10,12,121,105,Loyers (données publiques),2026-03-03T09:22:09.139Z
56181,Port-Louis,,15,0,126,Loyers (données publiques),2026-03-03T09:22:09.139Z
56184,Questembert,10,12,534,455,Loyers (données publiques),2026-03-03T09:22:09.139Z
56185,Quéven,11,13,200,248,Loyers (données publiques),2026-03-03T09:22:09.139Z
56186,Quiberon,,15,0,230,Loyers (données publiques),2026-03-03T09:22:09.139Z
56190,Réguiny,9,,151,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
56193,Riantec,11,,134,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
56194,Rieux,8,,153,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
56195,La Roche-Bernard,,12,0,225,Loyers (données publiques),2026-03-03T09:22:09.139Z
56197,Val d'Oust,9,,106,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
56198,Rohan,,10,0,105,Loyers (données publiques),2026-03-03T09:22:09.139Z
56206,Saint-Avé,12,14,375,629,Loyers (données publiques),2026-03-03T09:22:09.139Z
56212,Saint-Dolay,9,,101,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
56222,Saint-Jean-Brévelay,11,11,135,127,Loyers (données publiques),2026-03-03T09:22:09.139Z
56240,Sarzeau,12,13,392,429,Loyers (données publiques),2026-03-03T09:22:09.139Z
56243,Séné,13,14,301,583,Loyers (données publiques),2026-03-03T09:22:09.139Z
56244,Sérent,9,,119,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
56247,Sulniac,11,,145,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
56248,Surzur,11,,183,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
56251,Theix-Noyalo,11,13,378,309,Loyers (données publiques),2026-03-03T09:22:09.139Z
56260,Vannes,13,14,1292,9675,Loyers (données publiques),2026-03-03T09:22:09.139Z
56263,Sainte-Anne-d'Auray,12,12,105,151,Loyers (données publiques),2026-03-03T09:22:09.139Z
57003,Abreschviller,,10,0,109,Loyers (données publiques),2026-03-03T09:22:09.139Z
57012,Algrange,,13,0,1175,Loyers (données publiques),2026-03-03T09:22:09.139Z
57013,Alsting,,9,0,102,Loyers (données publiques),2026-03-03T09:22:09.139Z
57019,Amnéville,13,14,119,915,Loyers (données publiques),2026-03-03T09:22:09.139Z
57021,Ancy-Dornot,,12,0,129,Loyers (données publiques),2026-03-03T09:22:09.139Z
57032,Ars-sur-Moselle,,11,0,727,Loyers (données publiques),2026-03-03T09:22:09.139Z
57038,Audun-le-Tiche,,17,0,495,Loyers (données publiques),2026-03-03T09:22:09.139Z
57039,Augny,,12,0,131,Loyers (données publiques),2026-03-03T09:22:09.139Z
57041,Aumetz,,14,0,236,Loyers (données publiques),2026-03-03T09:22:09.139Z
57043,Ay-sur-Moselle,,15,0,108,Loyers (données publiques),2026-03-03T09:22:09.139Z
57049,Le Ban-Saint-Martin,,13,0,792,Loyers (données publiques),2026-03-03T09:22:09.139Z
57058,Behren-lès-Forbach,,9,0,259,Loyers (données publiques),2026-03-03T09:22:09.139Z
57067,Bertrange,,17,0,126,Loyers (données publiques),2026-03-03T09:22:09.139Z
57089,Bitche,,10,0,696,Loyers (données publiques),2026-03-03T09:22:09.139Z
57097,Boulay-Moselle,,11,0,893,Loyers (données publiques),2026-03-03T09:22:09.139Z
57101,Bousbach,,10,0,115,Loyers (données publiques),2026-03-03T09:22:09.139Z
57102,Bousse,,15,0,149,Loyers (données publiques),2026-03-03T09:22:09.139Z
57106,Bouzonville,,11,0,522,Loyers (données publiques),2026-03-03T09:22:09.139Z
57109,Breistroff-la-Grande,,16,0,100,Loyers (données publiques),2026-03-03T09:22:09.139Z
57123,Carling,,9,0,351,Loyers (données publiques),2026-03-03T09:22:09.139Z
57124,Cattenom,,14,0,195,Loyers (données publiques),2026-03-03T09:22:09.139Z
57132,Château-Salins,,8,0,480,Loyers (données publiques),2026-03-03T09:22:09.139Z
57143,Clouange,,12,0,540,Loyers (données publiques),2026-03-03T09:22:09.139Z
57144,Cocheren,,10,0,182,Loyers (données publiques),2026-03-03T09:22:09.139Z
57155,Courcelles-Chaussy,,12,0,348,Loyers (données publiques),2026-03-03T09:22:09.139Z
57159,Créhange,8,10,112,209,Loyers (données publiques),2026-03-03T09:22:09.139Z
57160,Creutzwald,9,10,119,1389,Loyers (données publiques),2026-03-03T09:22:09.139Z
57163,Dabo,,10,0,171,Loyers (données publiques),2026-03-03T09:22:09.139Z
57176,Diebling,,11,0,113,Loyers (données publiques),2026-03-03T09:22:09.139Z
57177,Dieuze,,10,0,736,Loyers (données publiques),2026-03-03T09:22:09.139Z
57193,Ennery,,15,0,119,Loyers (données publiques),2026-03-03T09:22:09.139Z
57205,Falck,,10,0,209,Loyers (données publiques),2026-03-03T09:22:09.139Z
57206,Fameck,13,13,106,377,Loyers (données publiques),2026-03-03T09:22:09.139Z
57207,Farébersviller,,9,0,260,Loyers (données publiques),2026-03-03T09:22:09.139Z
57208,Farschviller,,10,0,124,Loyers (données publiques),2026-03-03T09:22:09.139Z
57209,Faulquemont,,10,0,545,Loyers (données publiques),2026-03-03T09:22:09.139Z
57210,Fénétrange,,10,0,122,Loyers (données publiques),2026-03-03T09:22:09.139Z
57221,Florange,,14,0,862,Loyers (données publiques),2026-03-03T09:22:09.139Z
57224,Folschviller,,8,0,371,Loyers (données publiques),2026-03-03T09:22:09.139Z
57226,Fontoy,,12,0,278,Loyers (données publiques),2026-03-03T09:22:09.139Z
57227,Forbach,9,9,118,3748,Loyers (données publiques),2026-03-03T09:22:09.139Z
57232,Francaltroff,,7,0,141,Loyers (données publiques),2026-03-03T09:22:09.139Z
57240,Freyming-Merlebach,9,9,115,1370,Loyers (données publiques),2026-03-03T09:22:09.139Z
57242,Gandrange,,12,0,103,Loyers (données publiques),2026-03-03T09:22:09.139Z
57260,Grosbliederstroff,,10,0,352,Loyers (données publiques),2026-03-03T09:22:09.139Z
57269,Guénange,13,16,103,265,Loyers (données publiques),2026-03-03T09:22:09.139Z
57283,Hagondange,,13,0,1303,Loyers (données publiques),2026-03-03T09:22:09.139Z
57287,Basse-Ham,,16,0,114,Loyers (données publiques),2026-03-03T09:22:09.139Z
57288,Ham-sous-Varsberg,,9,0,194,Loyers (données publiques),2026-03-03T09:22:09.139Z
57289,Hambach,,10,0,195,Loyers (données publiques),2026-03-03T09:22:09.139Z
57306,Hayange,12,12,139,1634,Loyers (données publiques),2026-03-03T09:22:09.139Z
57323,Hettange-Grande,,17,0,987,Loyers (données publiques),2026-03-03T09:22:09.139Z
57332,Hombourg-Haut,,10,0,512,Loyers (données publiques),2026-03-03T09:22:09.139Z
57336,L'Hôpital,,9,0,458,Loyers (données publiques),2026-03-03T09:22:09.139Z
57340,Hundling,,10,0,149,Loyers (données publiques),2026-03-03T09:22:09.139Z
57350,Jouy-aux-Arches,,13,0,134,Loyers (données publiques),2026-03-03T09:22:09.139Z
57368,Knutange,,12,0,580,Loyers (données publiques),2026-03-03T09:22:09.139Z
57370,Kœnigsmacker,,14,0,147,Loyers (données publiques),2026-03-03T09:22:09.139Z
57390,Lemberg,,8,0,104,Loyers (données publiques),2026-03-03T09:22:09.139Z
57407,Lixheim,,10,0,130,Loyers (données publiques),2026-03-03T09:22:09.139Z
57412,Longeville-lès-Metz,,13,0,822,Loyers (données publiques),2026-03-03T09:22:09.139Z
57413,Longeville-lès-Saint-Avold,9,10,110,360,Loyers (données publiques),2026-03-03T09:22:09.139Z
57415,Lorry-lès-Metz,,13,0,137,Loyers (données publiques),2026-03-03T09:22:09.139Z
57428,Macheren,,10,0,137,Loyers (données publiques),2026-03-03T09:22:09.139Z
57433,Maizières-lès-Metz,13,14,102,956,Loyers (données publiques),2026-03-03T09:22:09.139Z
57441,Manom,,17,0,309,Loyers (données publiques),2026-03-03T09:22:09.139Z
57443,Marange-Silvange,,13,0,251,Loyers (données publiques),2026-03-03T09:22:09.139Z
57447,Marly,14,13,125,359,Loyers (données publiques),2026-03-03T09:22:09.139Z
57463,Metz,13,13,552,25684,Loyers (données publiques),2026-03-03T09:22:09.139Z
57465,Metzervisse,,14,0,121,Loyers (données publiques),2026-03-03T09:22:09.139Z
57467,Mey,,14,0,114,Loyers (données publiques),2026-03-03T09:22:09.139Z
57474,Mondelange,,13,0,630,Loyers (données publiques),2026-03-03T09:22:09.139Z
57480,Montigny-lès-Metz,11,13,137,3525,Loyers (données publiques),2026-03-03T09:22:09.139Z
57481,Montois-la-Montagne,,11,0,202,Loyers (données publiques),2026-03-03T09:22:09.139Z
57483,Morhange,8,11,103,589,Loyers (données publiques),2026-03-03T09:22:09.139Z
57484,Morsbach,,9,0,298,Loyers (données publiques),2026-03-03T09:22:09.139Z
57487,Moulins-lès-Metz,,13,0,561,Loyers (données publiques),2026-03-03T09:22:09.139Z
57491,Moyeuvre-Grande,11,10,112,933,Loyers (données publiques),2026-03-03T09:22:09.139Z
57498,Neufchef,,13,0,140,Loyers (données publiques),2026-03-03T09:22:09.139Z
57499,Neufgrange,,12,0,101,Loyers (données publiques),2026-03-03T09:22:09.139Z
57508,Nilvange,,13,0,494,Loyers (données publiques),2026-03-03T09:22:09.139Z
57515,Novéant-sur-Moselle,,12,0,227,Loyers (données publiques),2026-03-03T09:22:09.139Z
57521,Œting,,11,0,148,Loyers (données publiques),2026-03-03T09:22:09.139Z
57529,Ottange,,15,0,162,Loyers (données publiques),2026-03-03T09:22:09.139Z
57534,Peltre,,13,0,113,Loyers (données publiques),2026-03-03T09:22:09.139Z
57537,Petite-Rosselle,,9,0,442,Loyers (données publiques),2026-03-03T09:22:09.139Z
57540,Phalsbourg,11,11,111,725,Loyers (données publiques),2026-03-03T09:22:09.139Z
57550,Porcelette,,11,0,125,Loyers (données publiques),2026-03-03T09:22:09.139Z
57556,Puttelange-aux-Lacs,,10,0,319,Loyers (données publiques),2026-03-03T09:22:09.139Z
57568,Rémelfing,,10,0,112,Loyers (données publiques),2026-03-03T09:22:09.139Z
57571,Rémering-lès-Puttelange,,10,0,117,Loyers (données publiques),2026-03-03T09:22:09.139Z
57572,Rémilly,,11,0,284,Loyers (données publiques),2026-03-03T09:22:09.139Z
57582,Richemont,,13,0,163,Loyers (données publiques),2026-03-03T09:22:09.139Z
57589,Rohrbach-lès-Bitche,,9,0,337,Loyers (données publiques),2026-03-03T09:22:09.139Z
57591,Rombas,,11,0,1078,Loyers (données publiques),2026-03-03T09:22:09.139Z
57597,Rosselange,,11,0,141,Loyers (données publiques),2026-03-03T09:22:09.139Z
57598,Rouhling,,11,0,121,Loyers (données publiques),2026-03-03T09:22:09.139Z
57606,Saint-Avold,9,10,229,2930,Loyers (données publiques),2026-03-03T09:22:09.139Z
57616,Saint-Julien-lès-Metz,,16,0,441,Loyers (données publiques),2026-03-03T09:22:09.139Z
57620,Sainte-Marie-aux-Chênes,,12,0,377,Loyers (données publiques),2026-03-03T09:22:09.139Z
57622,Saint-Privat-la-Montagne,,11,0,125,Loyers (données publiques),2026-03-03T09:22:09.139Z
57628,Sarralbe,,10,0,596,Loyers (données publiques),2026-03-03T09:22:09.139Z
57630,Sarrebourg,9,11,224,3579,Loyers (données publiques),2026-03-03T09:22:09.139Z
57631,Sarreguemines,10,10,254,5086,Loyers (données publiques),2026-03-03T09:22:09.139Z
57638,Schœneck,,10,0,184,Loyers (données publiques),2026-03-03T09:22:09.139Z
57642,Scy-Chazelles,,15,0,256,Loyers (données publiques),2026-03-03T09:22:09.139Z
57644,Seingbouse,,9,0,111,Loyers (données publiques),2026-03-03T09:22:09.139Z
57647,Serémange-Erzange,,13,0,240,Loyers (données publiques),2026-03-03T09:22:09.139Z
57650,Sierck-les-Bains,,14,0,278,Loyers (données publiques),2026-03-03T09:22:09.139Z
57659,Spicheren,,10,0,224,Loyers (données publiques),2026-03-03T09:22:09.139Z
57660,Stiring-Wendel,,10,0,891,Loyers (données publiques),2026-03-03T09:22:09.139Z
57663,Talange,,13,0,847,Loyers (données publiques),2026-03-03T09:22:09.139Z
57666,Terville,,16,0,684,Loyers (données publiques),2026-03-03T09:22:09.139Z
57669,Théding,,10,0,205,Loyers (données publiques),2026-03-03T09:22:09.139Z
57672,Thionville,14,16,243,7484,Loyers (données publiques),2026-03-03T09:22:09.139Z
57683,Uckange,,13,0,314,Loyers (données publiques),2026-03-03T09:22:09.139Z
57690,Valmont,,9,0,145,Loyers (données publiques),2026-03-03T09:22:09.139Z
57712,Vic-sur-Seille,,9,0,237,Loyers (données publiques),2026-03-03T09:22:09.139Z
57724,Vitry-sur-Orne,,12,0,187,Loyers (données publiques),2026-03-03T09:22:09.139Z
57731,Volmerange-les-Mines,,16,0,149,Loyers (données publiques),2026-03-03T09:22:09.139Z
57751,Woippy,,14,0,685,Loyers (données publiques),2026-03-03T09:22:09.139Z
57752,Woustviller,,10,0,122,Loyers (données publiques),2026-03-03T09:22:09.139Z
57757,Yutz,17,15,123,2151,Loyers (données publiques),2026-03-03T09:22:09.139Z
57764,Zoufftgen,,17,0,158,Loyers (données publiques),2026-03-03T09:22:09.139Z
58046,Cercy-la-Tour,,8,0,196,Loyers (données publiques),2026-03-03T09:22:09.139Z
58059,La Charité-sur-Loire,8,9,181,748,Loyers (données publiques),2026-03-03T09:22:09.139Z
58062,Château-Chinon (Ville),,9,0,287,Loyers (données publiques),2026-03-03T09:22:09.139Z
58079,Clamecy,7,7,178,775,Loyers (données publiques),2026-03-03T09:22:09.139Z
58083,Corbigny,7,9,104,189,Loyers (données publiques),2026-03-03T09:22:09.139Z
58086,Cosne-Cours-sur-Loire,8,9,429,1613,Loyers (données publiques),2026-03-03T09:22:09.139Z
58088,Coulanges-lès-Nevers,8,,149,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
58095,Decize,7,9,275,1109,Loyers (données publiques),2026-03-03T09:22:09.139Z
58102,Donzy,,7,0,152,Loyers (données publiques),2026-03-03T09:22:09.139Z
58117,Fourchambault,8,9,121,1004,Loyers (données publiques),2026-03-03T09:22:09.139Z
58121,Garchizy,8,9,128,223,Loyers (données publiques),2026-03-03T09:22:09.139Z
58131,Guérigny,7,9,136,159,Loyers (données publiques),2026-03-03T09:22:09.139Z
58134,Imphy,8,9,144,300,Loyers (données publiques),2026-03-03T09:22:09.139Z
58149,Luzy,,8,0,111,Loyers (données publiques),2026-03-03T09:22:09.139Z
58151,La Machine,7,8,164,209,Loyers (données publiques),2026-03-03T09:22:09.139Z
58160,Marzy,9,10,135,139,Loyers (données publiques),2026-03-03T09:22:09.139Z
58194,Nevers,9,10,939,8554,Loyers (données publiques),2026-03-03T09:22:09.139Z
58214,Pougues-les-Eaux,9,9,107,233,Loyers (données publiques),2026-03-03T09:22:09.139Z
58215,Pouilly-sur-Loire,,7,0,175,Loyers (données publiques),2026-03-03T09:22:09.139Z
58218,Prémery,7,8,110,131,Loyers (données publiques),2026-03-03T09:22:09.139Z
58232,Saint-Benin-d'Azy,8,,115,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
58238,Saint-Éloi,9,,130,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
58250,Saint-Léger-des-Vignes,,9,0,148,Loyers (données publiques),2026-03-03T09:22:09.139Z
58264,Saint-Pierre-le-Moûtier,7,9,106,174,Loyers (données publiques),2026-03-03T09:22:09.139Z
58303,Varennes-Vauzelles,11,10,212,356,Loyers (données publiques),2026-03-03T09:22:09.139Z
59002,Abscon,8,11,150,209,Loyers (données publiques),2026-03-03T09:22:09.139Z
59008,Aniche,8,11,472,627,Loyers (données publiques),2026-03-03T09:22:09.139Z
59009,Villeneuve-d'Ascq,14,14,895,4118,Loyers (données publiques),2026-03-03T09:22:09.139Z
59011,Annœullin,10,12,308,791,Loyers (données publiques),2026-03-03T09:22:09.139Z
59012,Anor,7,,145,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
59014,Anzin,9,11,464,1411,Loyers (données publiques),2026-03-03T09:22:09.139Z
59015,Arleux,9,,106,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
59017,Armentières,9,13,847,4668,Loyers (données publiques),2026-03-03T09:22:09.139Z
59024,Auberchicourt,9,,134,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
59032,Aulnoy-lez-Valenciennes,9,11,263,389,Loyers (données publiques),2026-03-03T09:22:09.139Z
59033,Aulnoye-Aymeries,8,10,317,371,Loyers (données publiques),2026-03-03T09:22:09.139Z
59034,Avelin,,14,0,111,Loyers (données publiques),2026-03-03T09:22:09.139Z
59035,Avesnelles,7,10,157,191,Loyers (données publiques),2026-03-03T09:22:09.139Z
59036,Avesnes-sur-Helpe,7,9,328,1282,Loyers (données publiques),2026-03-03T09:22:09.139Z
59037,Avesnes-les-Aubert,9,,241,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
59043,Bailleul,10,13,539,1602,Loyers (données publiques),2026-03-03T09:22:09.139Z
59044,Baisieux,12,14,214,300,Loyers (données publiques),2026-03-03T09:22:09.139Z
59051,La Bassée,10,12,334,784,Loyers (données publiques),2026-03-03T09:22:09.139Z
59052,Bauvin,10,12,111,173,Loyers (données publiques),2026-03-03T09:22:09.139Z
59053,Bavay,8,10,168,228,Loyers (données publiques),2026-03-03T09:22:09.139Z
59063,Beauvois-en-Cambrésis,8,,127,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
59067,Bergues,9,14,177,585,Loyers (données publiques),2026-03-03T09:22:09.139Z
59068,Berlaimont,7,10,118,149,Loyers (données publiques),2026-03-03T09:22:09.139Z
59071,Bersée,,12,0,104,Loyers (données publiques),2026-03-03T09:22:09.139Z
59079,Beuvrages,9,11,148,161,Loyers (données publiques),2026-03-03T09:22:09.139Z
59080,Beuvry-la-Forêt,11,,116,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
59090,Bondues,14,15,285,271,Loyers (données publiques),2026-03-03T09:22:09.139Z
59092,Bouchain,9,11,191,156,Loyers (données publiques),2026-03-03T09:22:09.139Z
59094,Bourbourg,9,11,359,587,Loyers (données publiques),2026-03-03T09:22:09.139Z
59098,Bousbecque,10,13,106,184,Loyers (données publiques),2026-03-03T09:22:09.139Z
59107,Bray-Dunes,,14,0,179,Loyers (données publiques),2026-03-03T09:22:09.139Z
59112,Bruay-sur-l'Escaut,8,11,288,331,Loyers (données publiques),2026-03-03T09:22:09.139Z
59118,Busigny,7,9,102,100,Loyers (données publiques),2026-03-03T09:22:09.139Z
59122,Cambrai,9,11,2195,7536,Loyers (données publiques),2026-03-03T09:22:09.139Z
59128,Capinghem,,14,0,676,Loyers (données publiques),2026-03-03T09:22:09.139Z
59135,Cassel,9,11,115,157,Loyers (données publiques),2026-03-03T09:22:09.139Z
59136,Le Cateau-Cambrésis,7,9,684,765,Loyers (données publiques),2026-03-03T09:22:09.139Z
59139,Caudry,7,10,1196,1639,Loyers (données publiques),2026-03-03T09:22:09.139Z
59143,La Chapelle-d'Armentières,10,14,208,304,Loyers (données publiques),2026-03-03T09:22:09.139Z
59152,Comines,11,13,193,726,Loyers (données publiques),2026-03-03T09:22:09.139Z
59153,Condé-sur-l'Escaut,9,11,273,806,Loyers (données publiques),2026-03-03T09:22:09.139Z
59155,Coudekerque-Branche,11,12,229,724,Loyers (données publiques),2026-03-03T09:22:09.139Z
59156,Courchelettes,,12,0,124,Loyers (données publiques),2026-03-03T09:22:09.139Z
59158,Coutiches,10,,151,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
59160,Crespin,8,11,126,164,Loyers (données publiques),2026-03-03T09:22:09.139Z
59163,Croix,12,14,568,2651,Loyers (données publiques),2026-03-03T09:22:09.139Z
59165,Cuincy,9,,206,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
59168,Cysoing,13,14,281,592,Loyers (données publiques),2026-03-03T09:22:09.139Z
59170,Dechy,8,,146,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
59172,Denain,8,11,1473,1283,Loyers (données publiques),2026-03-03T09:22:09.139Z
59178,Douai,9,12,1114,7833,Loyers (données publiques),2026-03-03T09:22:09.139Z
59179,Douchy-les-Mines,9,,282,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
59183,Dunkerque,11,13,869,8310,Loyers (données publiques),2026-03-03T09:22:09.139Z
59193,Emmerin,,14,0,120,Loyers (données publiques),2026-03-03T09:22:09.139Z
59202,Erquinghem-Lys,10,13,140,244,Loyers (données publiques),2026-03-03T09:22:09.139Z
59205,Escaudain,8,10,282,196,Loyers (données publiques),2026-03-03T09:22:09.139Z
59206,Escaudœuvres,8,,144,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
59212,Estaires,9,11,257,405,Loyers (données publiques),2026-03-03T09:22:09.139Z
59218,Étrœungt,7,,147,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
59220,Faches-Thumesnil,12,14,355,1536,Loyers (données publiques),2026-03-03T09:22:09.139Z
59221,Famars,,12,0,509,Loyers (données publiques),2026-03-03T09:22:09.139Z
59225,Feignies,8,11,175,155,Loyers (données publiques),2026-03-03T09:22:09.139Z
59227,Fenain,9,,151,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
59230,Ferrière-la-Grande,8,10,202,229,Loyers (données publiques),2026-03-03T09:22:09.139Z
59234,Flers-en-Escrebieux,8,14,171,146,Loyers (données publiques),2026-03-03T09:22:09.139Z
59239,Flines-lez-Raches,9,15,224,131,Loyers (données publiques),2026-03-03T09:22:09.139Z
59249,Fourmies,8,9,477,691,Loyers (données publiques),2026-03-03T09:22:09.139Z
59250,Fournes-en-Weppes,13,13,125,140,Loyers (données publiques),2026-03-03T09:22:09.139Z
59252,Frelinghien,,13,0,116,Loyers (données publiques),2026-03-03T09:22:09.139Z
59253,Fresnes-sur-Escaut,9,10,308,175,Loyers (données publiques),2026-03-03T09:22:09.139Z
59256,Fretin,12,13,119,195,Loyers (données publiques),2026-03-03T09:22:09.139Z
59258,Genech,12,15,162,355,Loyers (données publiques),2026-03-03T09:22:09.139Z
59261,Glageon,7,,107,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
59266,Gondecourt,11,13,129,148,Loyers (données publiques),2026-03-03T09:22:09.139Z
59268,La Gorgue,9,11,212,358,Loyers (données publiques),2026-03-03T09:22:09.139Z
59272,Grand-Fort-Philippe,9,11,249,138,Loyers (données publiques),2026-03-03T09:22:09.139Z
59273,Gravelines,10,12,347,634,Loyers (données publiques),2026-03-03T09:22:09.139Z
59278,Hallennes-lez-Haubourdin,12,14,112,183,Loyers (données publiques),2026-03-03T09:22:09.139Z
59279,Halluin,10,13,385,997,Loyers (données publiques),2026-03-03T09:22:09.139Z
59284,Hasnon,10,12,146,122,Loyers (données publiques),2026-03-03T09:22:09.139Z
59285,Haspres,8,,164,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
59286,Haubourdin,11,14,288,1596,Loyers (données publiques),2026-03-03T09:22:09.139Z
59291,Hautmont,8,10,549,360,Loyers (données publiques),2026-03-03T09:22:09.139Z
59295,Hazebrouck,9,12,1014,2491,Loyers (données publiques),2026-03-03T09:22:09.139Z
59297,Hélesmes,9,,102,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
59299,Hem,13,14,268,431,Loyers (données publiques),2026-03-03T09:22:09.139Z
59301,Hergnies,9,,111,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
59302,Hérin,9,11,133,127,Loyers (données publiques),2026-03-03T09:22:09.139Z
59303,Herlies,11,,108,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
59305,Herzeele,10,,115,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
59309,Hondschoote,10,,119,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
59317,Houplines,10,12,301,369,Loyers (données publiques),2026-03-03T09:22:09.139Z
59322,Iwuy,8,10,217,129,Loyers (données publiques),2026-03-03T09:22:09.139Z
59324,Jeumont,7,11,313,268,Loyers (données publiques),2026-03-03T09:22:09.139Z
59327,Lallaing,9,,102,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
59328,Lambersart,14,16,736,3059,Loyers (données publiques),2026-03-03T09:22:09.139Z
59329,Lambres-lez-Douai,9,12,149,135,Loyers (données publiques),2026-03-03T09:22:09.139Z
59330,Landas,11,,120,0,Loyers (données publiques),2026-03-03T09:22:09.139Z
59331,Landrecies,7,9,205,398,Loyers (données publiques),2026-03-03T09:22:09.139Z
